バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,最終プレー日時
Lincle,蛇神,ORIENTAL MYTHOLOGY,Zektbach,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,CLEAR,11,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
Lincle,Todestrieb,SACRED TRANCE,Rche,0,5,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,prompt,NU PROGRESSIVE,wｘs ft.*spiLa*,0,5,0,0,0,-1,CLEAR,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,衰色小町メランコリア,NEO CLASSICAL DANCE,iNO,1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,10,1863,758,347,21,HARD CLEAR,2016-05-04 18:00
Lincle,Quick Silver,RAVE FUSION,Mystic Moon,0,5,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Into The Sunlight,DRUM & BASS,kobo feat. RIO,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,君のハートにロックオン,トレンディーフュージョン,Dr.Honda,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Almace,TECHNO,Qrispy Joybox,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Drive Me Crazy,AKIBA RAVE,kors k feat.古川未鈴,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,The Sampling Paradise,HARD TRANCE,Mamonis,0,5,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Release The Music,TECH DANCE,kors k,1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,1508,555,398,15,HARD CLEAR,2015-12-31 16:47
Lincle,Thunderbolt,RAVERS DANCE SPEED,雷龍,0,5,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Follow Tomorrow,J-DANCE POP,HHH×MM×ST,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,NNRT,ELECTRO GOTHIC,Levaslater,0,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
Lincle,SHADE,TECHNO,DJ MURASAME vs dj Killer,2,5,0,0,0,-1,FULLCOMBO CLEAR,9,1668,691,286,11,EX HARD CLEAR,11,2277,970,337,34,HARD CLEAR,2016-06-19 16:58
Lincle,24th Century BOY,EURO RAVE,Tatsh,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,The Limbo,CYBER PUNK,STN,0,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
Lincle,Miami Sunset Drive,80's ELECTRO HOUSE,Dirty Androids,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,A MINSTREL ～ ver. short-scape ～,LA FABELO,KANTASIA by S.S.D. PRODUCTS,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,LAX5 feat.Ryota Yoshinari,LOUD TECH,Katana Sounds,0,6,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,BLACK.by X-Cross Fade,TECH-BREAKBEATS,DJ Mass MAD Izm*,1,6,0,0,0,-1,FAILED,10,1469,535,399,64,CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-17 14:50
Lincle,Yellow Sunrise,DRUM'N'BASS,xac,1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,10,1855,789,277,5,HARD CLEAR,2016-05-04 19:25
Lincle,陽炎,POP,星野奏子,1,3,0,0,0,-1,FULLCOMBO CLEAR,6,0,0,0,-1,CLEAR,9,1639,695,249,6,HARD CLEAR,2016-06-19 16:49
Lincle,Mermaid girl-秋葉工房 MIX-,EURO BEAT,Remixed by DJ Command,1,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,CLEAR,9,1690,712,266,3,EX HARD CLEAR,2016-05-04 19:06
Lincle,聖人の塔,BATTLE TRACK,Beridzebeth,0,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
Lincle,Express Emotion,J-CORE,REDALiCE feat. Shihori,1,4,0,0,0,-1,CLEAR,6,0,0,0,-1,NO PLAY,10,2104,898,308,12,HARD CLEAR,2016-03-30 19:11
Lincle,突撃!ガラスのニーソ姫!,電波,山本椛 (monotone),1,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,10,1726,723,280,16,HARD CLEAR,2016-03-02 17:58
Lincle,Liquid Crystal Girl feat. echo,ELECTRO,kmp,1,2,0,0,0,-1,FULLCOMBO CLEAR,6,0,0,0,-1,NO PLAY,9,1725,762,201,3,EX HARD CLEAR,2016-06-19 16:32
Lincle,Round and Round,HYPER ELECTRO,Masayoshi Minoshima feat. 綾倉盟,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Star Trail,TRANCE,Nhato,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,LOVE B.B.B,DRUM'N'BASS,SWAN K feat. Asuka M,0,4,0,0,0,-1,CLEAR,8,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Voxane,TECH DANCE,Remo-con,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,2015-11-11 17:05
Lincle,Change the World,SPEED POP,Tatsh feat.小田ユウ,1,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,9,1412,581,250,15,EX HARD CLEAR,2016-06-04 16:57
Lincle,ユミル,SYMPHONIC-TEK,MYTHOLOGIA by MLREC.,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Phoenix,HARD NRG,Hommarju,0,5,0,0,0,-1,CLEAR,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,RESISTANCE,MYSTERIOUS ROCK,セリカ,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,LETHEBOLG ～双神威に斬り咲けり～,PLATINUM J-POP ONE,ＴЁЯＲＡ,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,I'm so Happy,HAPPY HARDCORE,Ryu☆,0,3,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Snow Goose,ELECTRIC POMP,Mutsuhiko Izumi,0,3,0,0,0,-1,CLEAR,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Far east nightbird,DRUM'N'BASS,猫叉Master,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Infinite cave,DRUM'N'BASS,猫叉Master+,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,QUANTUM TELEPORTATION,TECHNO,L.E.D.,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,EX HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,fffff,HARD Pf,Five Hammer,0,4,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,子供の落書き帳,PROGRESSIVE,佐々木博史,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
Lincle,yellow head joe,TEK-TRANCE,S-C-U,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,WONDER WALKER,HARD TRANCE,L.E.D.,0,5,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,532nm,HARDCORE,Ryu☆,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,ビューティフルレシート,HAPPY HARDCORE,Lucky Vacuum,0,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,quaver♪,HAPPY,Risk Junk,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Castle on the Moon,DANCE SPEED,青龍,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,Flip Flap,CANDY HANDZ UP,kors k,1,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,EX HARD CLEAR,10,1769,712,345,11,EX HARD CLEAR,2016-06-19 17:02
Lincle,TITANS RETURN,DRUMSTEP,L.E.D.,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
Lincle,HAERETICUS,ECCENTRIC,D.J.Amuro Vs MAX MAXIMIZER,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,planarian,ELECTRIC POP,S-C-U,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Liberation,TRANCE,dj TAKA,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,ΕΛΠΙΣ,ROMANTIC SCHOOL VARIATIONS,dj TAKA,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,狂イ咲ケ焔ノ華,Hi-GOTH,覚醒ノPrim,0,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,BLUE STRAGGLER,HARD DANCE,L.E.D.,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,トリカゴノ鳳凰,歌謡 DRUM & BASS,L.E.D. Vs. 幽閉サテライト,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,キャトられ恋はモ～モク,Hi-ν BLEEP,ギュ～っとしたいPrim,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Confiserie,HARD ELECTRIC POP,L.E.D. vs S-C-U,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
tricoro,POINT ZERO,DRUM'N'BASS,猫叉Master+,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,connective,LOUNGE POP,猫叉Master feat.*spiLa*,0,2,0,0,0,-1,HARD CLEAR,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Proof of the existence,HARD ELECTRONICA,猫叉Master+,1,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,2081,785,511,69,HARD CLEAR,2015-12-31 17:09
tricoro,Rainbow after snow,DRUM'N'BASS,猫叉Master feat.林ももこ,1,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,1638,647,344,24,HARD CLEAR,2016-06-04 16:54
tricoro,Re:GENERATION,EMOTIONAL SENTENCE,TAG feat. ERi,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,In Heaven,HEAVENLY TRANCE,Sota Fujimori,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,EASY CLEAR,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,GRADIUS 2012,KONAMI REMIX,Sota Fujimori,0,5,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,CONCEPTUAL,HARD REVOLUTION,Sota Fujimori 2nd Season,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,龍と少女とデコヒーレンス,EPIC TECHNO,黒猫ダンジョン,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,2216,899,418,28,EX HARD CLEAR,2016-06-19 16:40
tricoro,Elemental Creation,HARD RENAISSANCE,dj TAKA meets DJ YOSHITAKA,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
tricoro,8bit Princess,CHIPTUNE,seiya-murai feat. ALT,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,EX HARD CLEAR,2015-11-11 17:05
tricoro,下弦の月,NEO CLASSICAL DANCE,iNO,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,New Lights,HARDCORE,kors k,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Howling,NU RAVE,PON,0,4,0,0,0,-1,HARD CLEAR,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,VEGA,UNIVERSAL J-CORE,REDALiCE,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Praludium,CLASSICAL PIANO,Yuko Takahashi,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,EASY CLEAR,10,1668,639,390,8,CLEAR,2015-12-13 15:28
tricoro,rumrum triplets,LOUNGECORE,yu_tokiwa.djw,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Thor's Hammer,TRANSCENDENTAL ETUDES,ユニバーサル度胸兄弟,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,12,0,0,0,-1,NO PLAY,2015-11-11 17:05
tricoro,BRAVE GLOW,SPACY TRANCE,SOUND HOLIC feat. Nana Takahashi,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Illegal Function Call,ORBITALIC CORE,U1-ASAMi,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Ascalon,ELECTRO POP,Qrispy Joybox,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,I know You know,NEW 80's,Suke+Suke feat.Ribbon,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Echo Of Forever,HOUSE,kors k,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,S!ck,DRUMSTEP,Eagle,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,405nm (Ryu☆mix),HARDCORE,Another Infinity,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,1957,829,299,27,HARD CLEAR,2015-11-17 14:53
tricoro,Fly you to the star,HANDZ UP,Another Infinity feat. Mayumi Morinaga,2,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,10,1800,742,316,9,EX HARD CLEAR,2016-06-19 16:29
tricoro,Plan 8,HAPPY GABBA,Ryu☆,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
tricoro,仮想空間の旅人たち,TECHNO,DJ MURASAME,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Light and Cyber…,HAPPY HARDCORE,Tatsh,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,SYNC-ANTHEM,LATIN EURO,Tatsh feat. 星野奏子,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Spinning Around,FRENCH HOUSE,Dirty Androids,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Timepiece phase II (CN Ver.),PROGRESSIVE ROCK,佐々木博史,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,FAILED,12,0,0,0,-1,NO PLAY,2015-11-11 17:05
tricoro,ラキラキ,LUCKY TECHNO,Mutsuhiko Izumi & S-C-U,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Breaking Dawn feat. NO+CHIN， AYANO,J-CORE,GUHROOVY,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Beastie Starter,SPEEDCORE,GUHROOVY,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),Hi-CORE,夏色ビキニのPrim,0,3,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Little Star,J-CORE,REDALiCE feat. Ayumi Nomiya,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,アストライアの双皿,ZODIAC ORACLE 7,ZODIACSYNDICATE,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,To my star,STARPOP,星野奏子,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Sol Cosine Job 2,FREEFORM HARDCORE,DJ TECHNORCH,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,ILIAS,HYPER ELECTRO,Masayoshi Minoshima feat. 坂上なち,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,FLOWER,TRANCE CORE,DJ YOSHITAKA,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,即席！脳直★ミュージックシステム,AKIBA-POP,MOSAIC.WAV,0,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,カジノファイヤーことみちゃん,電波,ARM feat. 山本椛 + Brasscapsule,0,4,0,0,0,-1,HARD CLEAR,8,0,0,0,-1,EASY CLEAR,11,0,0,0,-1,CLEAR,2015-11-11 17:05
tricoro,True Blue,ESSENTIALLY,dj TAKA feat.AiMEE,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Take My Life,EUROBEAT,Y&Co.,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,メイメツ、フラグメンツ,CYBER SYMPHONIC POP,中山真斗(Elements Garden)feat.桜川めぐ,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,STULTI,GRAVIOL,MAX MAXIMIZER VS DJ TOTTO,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Devilz Staircase,SYMPHONIC BREAK BEATS,OSTER project,0,3,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,ZED,DUB STEP,USAO,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,1705,642,421,57,HARD CLEAR,2016-03-21 12:04
tricoro,Shining World,ELECTRO POP,DJ Genki feat. Yukacco,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Neonlights,TECH DANCE,DJ Noriken,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Timepiece phase II,PROGRESSIVE ROCK,佐々木博史,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,LUV CAN SAVE U,NEO 80's EURO ELECTRO,HIDEKI NAGANUMA,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,DAY DREAM,DARK PROGRESSIVE,Mutsuhiko Izumi,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
tricoro,JOMANDA,HARD RENAISSANCE,DJ YOSHITAKA,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,New Decade IIDX Edition,SPEED DANCE CORE,Sota F.,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Hollywood Galaxy,DRUM'N'BASS,dj TAKA,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,neu,NIENTE,少年ラジオ,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,YELLOW FROG from Steel Chronicle,DESERT ALTERNATIVE EDGE,劇団レコード,0,3,0,0,0,-1,FULLCOMBO CLEAR,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Reflection Into the EDEN,BOSSA ELECTRONICA,猫叉Master,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Time To Empress,TRANCE,dj TAKA feat.wac & secret K,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,EASY CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,たまゆら,PROGRESSIVE,佐々木博史,0,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,Saturn,PROGRESSIVE TRIBAL,Mr.Saturn,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Cookie Bouquets,BREAK CORE,L.E.D. vs TOMOSUKE fw.crimm,0,5,0,0,0,-1,FULLCOMBO CLEAR,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,mnemoniq,JAZZ HOUSE,youhei shimizu,0,4,0,0,0,-1,NO PLAY,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,2015-11-11 17:05
tricoro,お米の美味しい炊き方、そしてお米を食べることによるその効果。,お米タル,大日本鉄倶楽部【あさき＆９６】,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,創世ノート,CREATOR,PON+wac,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Synergy For Angels,ORBITALIC REVOLUTION,TAG×U1-ASAMi,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
