バージョン,タイトル,ジャンル,アーティスト,プレー回数,NORMAL 難易度,NORMAL EXスコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,HYPER 難易度,HYPER EXスコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,ANOTHER 難易度,ANOTHER EXスコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,最終プレー日時
tricoro,GAIA,SPEED DANCE,猫叉L.E.D.Master+,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Zirkfied,SPACE REQUIEM,iconoclasm,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,NO PLAY,2015-11-11 17:05
tricoro,examination leave,VACATION DANCE,dj razzle dazzle,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,VALLIS-NERIA,TRANCE CORE,DJ YOSHITAKA,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,Valanga,ART CORE,DJ TOTTO,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
tricoro,梅雪夜,想歌 梅,Qrispy Joybox feat.mao,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,音楽,SILENT,弁士カンタビレオ,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,EASY CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
tricoro,朧,FASCINATION,HHH×MM×ST,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
tricoro,シュレーディンガーの猫,TOY CONTEMPORARY,Cait Sith,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
tricoro,SHION,HI-SPEED FANTASY TUNE,DJ YOSHITAKA,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,rainbow guitar weeps,BRIGHTNESS,dj TAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,旋律のドグマ～Miserables～,JUVENILE DRUM & BASS,楓璃夢＝ジークフリード＝ファイエルローゼン,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,EXTREME MACH COLLIDER,TECHNO,L.E.D.,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,FULLCOMBO CLEAR,11,1838,712,414,11,HARD CLEAR,2016-03-02 18:06
SPADA,Element of SPADA,HEALING POP,猫叉Master feat.霜月はるか,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-11 17:05
SPADA,DARK LEGACY,DARK ELEMENT,BaSTeT,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,牧神笛吹きて,ZODIAC ORACLE X,楽士ゾディアック,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Critical Crystal,DANCE SPEED,青龍,2,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,1995,812,371,113,HARD CLEAR,2016-03-02 17:22
SPADA,Insane Techniques,Hi-TECH FULL ON,kors k,2,4,0,0,0,-1,NO PLAY,7,1105,463,179,3,EX HARD CLEAR,11,1838,729,380,48,HARD CLEAR,2016-06-04 16:44
SPADA,esrev:eR,EMOTIONAL SENTENCE,TAG meets “eimy”,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,WOBBLE IMPACT,DUBSTEP,Sota Fujimori,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,罪と罰,HYPER J-POP,Xceon feat. Mayumi Morinaga,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Close the World feat. a☆ru,J-CORE,天叢雲剣,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Devilz Sacrifice -贖罪の羊-,SYMPHONIC BREAK BEATS,OSTER project,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,MAGIC & LOVE,HAPPY CORE,DJ Genki feat. Yukacco,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Miracle 5ympho X,FRENCHCORE,USAO,1,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,1965,789,387,34,HARD CLEAR,2016-03-21 12:07
SPADA,Elektrick U-Phoria,UK HARDCORE,DJ Noriken,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,死神自爆中二妹アイドルももかりん(1歳),電波METAL,山本椛,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Overload Frontier,HARDCORE RAVE,DJ Shimamura,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Adularia,ARTCORE,DJ TOTTO,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,Valgus,MAINSTREAM HARDCORE,DJ Myosuke feat.Yukacco,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Odin,GABBER,Noizenecio,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,MAD ATTACK,UPBEAT,HALFBY,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Atropos,NEUTRONIKA,sasakure.UK,0,6,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Funny shuffle,JAG GLITCH,猫叉Master+,1,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,11,967,390,187,-1,CLEAR,2016-03-02 18:38
SPADA,NPC World,ELECTRO POP,PON,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Lighting Shower,TRANCE POP,TAG,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,m1dy Deluxe,TOKYO STYLE SPEEDCORE,m1dy,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,LA FESTA LA VITA!!,DRUM'N'BASS,GUHROOVY,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,廿,新世紀進歩的羽扇子音楽,DJ TECHNORCH,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,超!!遠距離らぶメ～ル,乙女EDM,ななひら,1,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,482,197,88,-1,HARD CLEAR,2016-05-04 19:02
SPADA,幻想系世界修復少女,J-POP,Last Note.,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,煉獄のエルフェリア,HARD SYMPHONIC,猫叉Master+,4,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,2344,900,544,180,FAILED,2016-02-26 22:18
SPADA,INSOMNIA,FUNKOT,ジャカルタファンクブラザーズ,0,4,0,0,0,-1,FULLCOMBO CLEAR,8,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,Wonder Girl feat. Kanae Asaba,EUROBEAT,Y&Co.,0,4,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,RISE,DRUMSTEP,Dirty Androids,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Give Me Your Love,KANA-POP,星野奏子,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-11 17:05
SPADA,ALBA -黎明-,HYPER GOTHIC BEAT,SOUND HOLIC feat. Nana Takahashi,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,お願いアインシュタイン,CYBER SYMPHONIC POP,中山真斗 feat.桜川めぐ,0,5,0,0,0,-1,HARD CLEAR,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,into the battlefield,SYMPHONIC BREAKS,the wandering bard,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,diagram,GLITCH HOP,Expander,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,refractive index,PSYCHEDELIC TRANCE,Sota Fujimori,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Hypersonik,DRUM&BASS,Eagle,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,BLUE DRAGON(雷龍RemixIIDX),RAVERS DANCE SPEED,青龍,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,Last Dance,HARD STACC,dj TAKA,2,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,2089,808,473,78,HARD CLEAR,2016-02-26 22:20
SPADA,All is Wrecked,INDUSTRIAL METAL,Destron,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,ra'am,RAVERS DANCE SPEED,雷龍,0,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,疾風迅雷,ORIENTAL CORE,KUMOKIRI,1,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,1903,755,393,93,FAILED,2015-12-02 15:16
SPADA,Immortal,J-CORE,DJ NAGAI,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Verflucht,HARD NRG,Tyrfing,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,BRAVE OUT,ELECTRANCE,nomico / DOWNFORCE,2,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,1527,585,357,16,HARD CLEAR,2016-03-01 22:08
SPADA,Feel The Beat,HARDCORE RAVE,Falsion,1,7,0,0,0,-1,NO PLAY,10,1477,604,269,-1,FAILED,12,0,0,0,-1,HARD CLEAR,2016-03-02 19:15
SPADA,Pharaoh,ANCIENT CIVILIZATION,劇団レコード,0,3,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Shattered control,CONTEMPORARY BREAKS,Vivian,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Idola,REPLICANT CORE,iconoclasm feat.GUMI,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,FULLCOMBO CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,I will be back -オレは帰ってきた-,ONLY ONE MOMENT,SUPER STAR 満-MITSURU-,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION),ONLY ONE ACT,SUPER STAR 満-MITSURU-,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,アルストロメリア,BLOOM FUSION,TAG,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Sigmund,REQUIEM PSY,Gram,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-11 17:05
SPADA,ATHER,ASTRAL HARDCORE,TAG underground,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,M.D.Injection,PIECED DOWNBEAT,Project B-,0,3,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,VOX UP,ROTTERDAM TECHNO,sampling masters MEGA vs 青龍,0,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-11 17:05
SPADA,BRAINSTORM,TRANCECORE MEETS GABBA,Hardcore United Tokyo(teranoid & DJ TECHNORCH),0,4,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,Recollection,POPS,Noria,0,5,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Claiomh Solais,ILUZIO,DJ Yoshitaka VS S.S.D.,0,2,0,0,0,-1,NO PLAY,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Unicorn tail,BREAKBEATS TRANCE,DJ YOSHITAKA,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,RIZING YOU UP,HAPPY HARDCORE,Ryu☆,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,THE DETONATOR,NU STYLE GABBA,teranoid VS L.E.D.-G,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Ancient Scapes,DYNASTIC FREEFORM,Durandal,0,6,0,0,0,-1,EX HARD CLEAR,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Votum stellarum -Hommarju Remix-,UK HARDCORE,Remixed by Hommarju,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,NEMESIS -gratitude remix- IIDX Edition,DRUM'N'BASS,Remixed by PHQUASE,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Dark Fall,MASSIVE DANCE SPEED,黒龍,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,invoker,TRIBE CORE,Caladborg,1,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,2089,769,551,52,HARD CLEAR,2015-12-31 17:04
SPADA,Stella Sinistra,SYMPHONOVATIVE ROCK,Akhuta Philharmonic Orchestra,0,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,マインド・ゲーム,青春剛速球メタル,96 with メカショッチョー,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,PUNISHER,VARIANT RAVE,TAG×PON,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,HYENA,BIG BEAT,Hommarju,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Squeeze,WITHOUT YOU TONIGHT-VI-,VENUS feat. Mutsuhiko Izumi,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,デッドボヲルdeホームラン,ELECTRIC MANOUSH SWING,猫叉Masterβ2,0,3,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,轟け！恋のビーンボール！！,ベースボールヒロイン,ダイナミック野球兄弟 v.s. クロスファイヤーPrim,0,6,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,IX,BLOOD METAL,dj TAKA VS DJ TOTTO feat.藍,0,6,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
SPADA,Engraved Mark,HAPPY SAD CORE,Ryu☆ ∞ Des-ROW,2,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,1645,643,359,55,HARD CLEAR,2016-03-01 22:12
SPADA,バンブーソード・ガール,J-SPEEDMETAL,cosMo＠暴走P,0,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,Cleopatrysm,PHARAO BEAM STEP,ピラミッ℃,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
SPADA,御千手メディテーション,ニューエイジ合掌コア,昇天家族,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,KHAMEN BREAK,PROGRESSIVE GOSPEL,くふおー,1,3,0,0,0,-1,NO PLAY,7,0,0,0,-1,NO PLAY,11,1899,757,385,17,HARD CLEAR,2016-03-02 18:37
SPADA,海神,HYDRO CORE,兎々,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,KAISER PHOENIX,HEAVY METAL,96,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-11 17:05
SPADA,SCHWARZSCHILD FIELD,FULL ON,L.E.D.,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,CLEAR,2015-11-11 17:05
SPADA,Close the World feat.a☆ru†LEGGENDARIA,J-CORE,天叢雲剣,0,0,0,0,0,-1,NO PLAY,0,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,Ancient Scapes†LEGGENDARIA,DYNASTIC FREEFORM,Durandal,0,0,0,0,0,-1,NO PLAY,0,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-11 17:05
SPADA,Feel The Beat†LEGGENDARIA,HARDCORE RAVE,Falsion,0,0,0,0,0,-1,NO PLAY,0,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
SPADA,Verflucht†LEGGENDARIA,HARD NRG,Tyrfing,0,0,0,0,0,-1,NO PLAY,0,0,0,0,-1,NO PLAY,12,0,0,0,-1,FAILED,2015-11-11 17:05
PENDUAL,Broken Sword,DUAL ANTIQUE,金獅子 VS 麒麟,2,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,2635,1042,551,60,HARD CLEAR,2016-04-01 17:06
PENDUAL,Line 4 Ruin,ELECTRO TECH,Ryu☆,0,4,0,0,0,-1,NO PLAY,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,EX HARD CLEAR,2015-11-11 17:05
PENDUAL,Rave*it!! Rave*it!!,EDM SPEED,機龍,0,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
PENDUAL,Shooting Fireball,MUSIC GAME TRADITIONAL,dj TAKA,0,6,0,0,0,-1,FULLCOMBO CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
PENDUAL,Say YEEEAHH,EDM,kors k,2,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,2452,990,472,39,HARD CLEAR,2016-03-21 12:26
PENDUAL,Cosmic Cat,FUTURE BASS,8bit Moonside,4,6,0,0,0,-1,FULLCOMBO CLEAR,9,1468,627,214,2,HARD CLEAR,11,1875,785,305,10,HARD CLEAR,2016-05-04 18:12
PENDUAL,Reflux,TRANCESTEP,Eagle,2,5,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,2132,873,386,99,FAILED,2016-04-01 16:56
PENDUAL,CHRONO DIVER -NORNIR-,CYBER DRUM & BASS,L.E.D.,0,5,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,表裏一体！？怪盗いいんちょの悩み,Hi-FUNK BREAKS,◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆,0,6,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,もっと！モット！ときめき feat. 松下,きらめきコア,シャイニング度胸兄弟,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,NEO GENERATOR SEVEN,MAINSTREAM HARDCORE,L.E.D.-G,0,5,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
PENDUAL,共鳴遊戯の華,ASTRAL DRUM & BASS,アイテール魔導士隊,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,NO PLAY,2015-11-11 17:05
PENDUAL,chrono diver -fragment-,HEALING DRUM'N'BASS,猫叉Master feat.三澤 秋,0,3,0,0,0,-1,HARD CLEAR,6,0,0,0,-1,HARD CLEAR,9,0,0,0,-1,FULLCOMBO CLEAR,2015-11-11 17:05
PENDUAL,AFRO KNUCKLE,AFRO-SAMBA,猫叉Master+,2,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,HARD CLEAR,11,1935,817,301,16,HARD CLEAR,2016-03-09 20:19
PENDUAL,Despair of ELFERIA,HARD IRISH SYMPHONIC,猫叉Master,0,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,FAILED,2015-11-11 17:05
PENDUAL,Flashes,DRUM'N'BASS,Dollscythe,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,12,0,0,0,-1,EASY CLEAR,2015-11-11 17:05
PENDUAL,Symmetry,EPIC ELECTRONICA,猫叉Master,2,6,0,0,0,-1,NO PLAY,10,1648,680,288,8,HARD CLEAR,12,2363,951,461,36,HARD CLEAR,2016-03-18 17:06
PENDUAL,FANTASTIC THREE,DUB COMEDY,ジャカルタファンクブラザーズ,0,7,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,12,0,0,0,-1,CLEAR,2015-11-11 17:05
PENDUAL,illuminate,SYNTHETIC EDM,Sota Fujimori,0,3,0,0,0,-1,HARD CLEAR,8,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,subtractive,GLITCH STEP,Expander,0,4,0,0,0,-1,NO PLAY,7,0,0,0,-1,HARD CLEAR,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,デンドロビウム,BLOOM FUSION,TAG,0,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,恋は白帯、サンシロー,KANA-POP,星野奏子,1,3,0,0,0,-1,HARD CLEAR,6,0,0,0,-1,HARD CLEAR,9,1725,755,215,10,HARD CLEAR,2016-05-04 18:04
PENDUAL,Chain of pain,FULL ON,kors k VS 猫叉Master+,1,4,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,1773,752,269,21,HARD CLEAR,2015-12-21 20:17
PENDUAL,白露の風,想歌 風,Qrispy Joybox feat. 常盤ゆう,0,2,0,0,0,-1,HARD CLEAR,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,EX HARD CLEAR,2015-11-11 17:05
PENDUAL,Beat Radiance,NEO CLASSICAL DANCE,iNO,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,GUILTY,TECHNO,D.J.SETUP,0,5,0,0,0,-1,NO PLAY,8,0,0,0,-1,NO PLAY,10,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
PENDUAL,COLOSSEUM,LOST GROUND,劇団レコード,0,4,0,0,0,-1,HARD CLEAR,7,0,0,0,-1,HARD CLEAR,11,0,0,0,-1,FULLCOMBO CLEAR,2015-11-11 17:05
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,PIECED EUPHORIA,Project B-,0,6,0,0,0,-1,NO PLAY,9,0,0,0,-1,NO PLAY,11,0,0,0,-1,HARD CLEAR,2015-11-11 17:05
